Tanggal Order;Channel;Kategori Channel;Cust;Daerah;Provinsi;Pesanan;Kategori;Qty;Harga Jual;Harga setelah diskon;Total Diskon;Total Penjualan;Total
Tuesday, 18 June 2024;Shopee;End User;yuni.roro;SIDOARJO;JAWA TIMUR;Dkk Baccarat;Dupa Kerucut;1;39000;34710;4290;39000;34710
Tuesday, 18 June 2024;Shopee;End User;yuni.roro;SIDOARJO;JAWA TIMUR;Dkk Vanilla;Dupa Kerucut;1;39000;34710;4290;39000;34710
Tuesday, 18 June 2024;Shopee;End User;jefrihusaeni;BANDUNG;JAWA BARAT;Dks Gaharu;Dupa Stik;1;29700;26433;3267;29700;26433
Tuesday, 18 June 2024;Shopee;End User;jefrihusaeni;BANDUNG;JAWA BARAT;Tempat Dupa Circle Coaster;Tatakan Dupa;1;28000;27900;100;28000;27900
Tuesday, 18 June 2024;Shopee;End User;sriswantiasih;GIANYAR;BALI;Tempat Dupa Circle Coaster;Tatakan Dupa;1;28000;27900;100;28000;27900
Tuesday, 18 June 2024;Shopee;End User;4j9d_em8hb;CIREBON;JAWA BARAT;Dkk Melati;Dupa Kerucut;1;39000;34710;4290;39000;34710
Wednesday, 19 June 2024;Shopee;End User;galangfajar28;TULUNGAGUNG;JAWA TIMUR;Dks Abdi Dalem;Dupa Stik;2;29700;26433;3267;59400;52866
Wednesday, 19 June 2024;Shopee;End User;iqbalkidul03;SERANG;BANTEN;Dkk Baccarat;Dupa Kerucut;1;39000;34710;4290;39000;34710
Wednesday, 19 June 2024;Shopee;End User;eduardomartinez010;DENPASAR;BALI;Tempat Dupa Circle Coaster;Tatakan Dupa;1;28000;27900;100;28000;27900
Wednesday, 19 June 2024;Shopee;End User;bin_salim74;TEGAL;JAWA TENGAH;Dupa Kerucut Mentah;Raw Material;1;33000;33000;0;33000;33000
Wednesday, 19 June 2024;Shopee;End User;triyanatrx;PURBALINGGA;JAWA TENGAH;Tepung Lengket;Raw Material;5;25000;25000;0;125000;125000
Wednesday, 19 June 2024;Shopee;End User;saya_id;KOTA PONTIANAK;KALIMANTAN BARAT;Tepung Lengket;Raw Material;1;25000;25000;0;25000;25000
Thursday, 20 June 2024;Shopee;End User;nadiaalesiana;SURABAYA;JAWA TIMUR;Tempat Dupa Bubble Coaster;Tatakan Dupa;1;28000;27900;100;28000;27900
Thursday, 20 June 2024;Shopee;End User;liekelieke;KOTA YOGYAKARTA;D.I YOGYAKARTA;Dks Melati;Dupa Stik;3;29700;26433;3267;89100;79299
Thursday, 20 June 2024;Shopee;End User;g5ojwv0_ob;KOTA BANDAR LAMPUNG;LAMPUNG;Dupa Kerucut Mentah;Raw Material;2;33000;33000;0;66000;66000
Friday, 21 June 2024;Shopee;End User;catchatime;KAB. BANDUNG;JAWA BARAT;Dkk Melati;Dupa Kerucut;1;39000;34710;4290;39000;34710
Friday, 21 June 2024;Shopee;End User;diniwurnaningbudi;SEMARANG;JAWA TENGAH;Dkk Cendana;Dupa Kerucut;1;39000;34710;4290;39000;34710
Friday, 21 June 2024;Shopee;End User;diniwurnaningbudi;SEMARANG;JAWA TENGAH;Dkk Gaharu;Dupa Kerucut;1;39000;34710;4290;39000;34710
Friday, 21 June 2024;Shopee;End User;isnaeniauliyah;GUNUNG KIDUL;D.I YOGYAKARTA;Dks Gaharu;Dupa Stik;1;29700;26433;3267;29700;26433
Friday, 21 June 2024;Shopee;End User;isnaeniauliyah;GUNUNG KIDUL;D.I YOGYAKARTA;Dks Cendana;Dupa Stik;1;29700;26433;3267;29700;26433
Friday, 21 June 2024;Shopee;End User;sriwahyuni4496;KARAWANG;JAWA BARAT;Dks Sakura;Dupa Stik;1;29700;26433;3267;29700;26433
Friday, 21 June 2024;Shopee;End User;sriwahyuni4496;KARAWANG;JAWA BARAT;Tempat Dupa Stik Egronomic;Tatakan Dupa;1;129100;93200;35900;129100;93200
Friday, 21 June 2024;Shopee;End User;sipbuyerid;JAKARTA BARAT;DKI JAKARTA;Tepung Lengket;Raw Material;2;25000;25000;0;50000;50000
Friday, 21 June 2024;Shopee;End User;santi.marisa;KENDAL;JAWA TENGAH;Dkk Gaharu;Dupa Kerucut;2;39000;34710;4290;78000;69420
Saturday, 22 June 2024;Shopee;End User;masturrahman125;SUMENEP;JAWA TIMUR;Dupa Kerucut Mentah;Raw Material;3;33000;33000;0;99000;99000
Saturday, 22 June 2024;Shopee;End User;hydrmx;JAKARTA SELATAN;DKI JAKARTA;Dks Gaharu;Dupa Stik;2;29700;26433;3267;59400;52866
Saturday, 22 June 2024;Shopee;End User;hydrmx;JAKARTA SELATAN;DKI JAKARTA;Dkk Abdi Dalem;Dupa Kerucut;1;39000;34710;4290;39000;34710
Saturday, 22 June 2024;Shopee;End User;capibu;JAKARTA TIMUR;DKI JAKARTA;Tempat Dupa Circle Coaster;Tatakan Dupa;1;28000;27900;100;28000;27900
Saturday, 22 June 2024;Shopee;End User;capibu;JAKARTA TIMUR;DKI JAKARTA;Tempat Dupa Bubble Coaster;Tatakan Dupa;1;28000;27900;100;28000;27900
Saturday, 22 June 2024;Shopee;End User;saiabinarid;BADUNG;BALI;Dkk Melati;Dupa Kerucut;1;39000;34710;4290;39000;34710
Saturday, 22 June 2024;Shopee;End User;hasanbasri315;SERANG;BANTEN;Dks Melati;Dupa Stik;1;29700;26433;3267;29700;26433
Sunday, 23 June 2024;Shopee;End User;rovidalatas;JAKARTA SELATAN;DKI JAKARTA;Dkk Gaharu;Dupa Kerucut;1;39000;34710;4290;39000;34710
Sunday, 23 June 2024;Shopee;End User;azmi.a.falah.af;CIAMIS;JAWA BARAT;Dkk Gaharu;Dupa Kerucut;1;39000;34710;4290;39000;34710
Sunday, 23 June 2024;Shopee;End User;harryati_9757;KOTA BANJARMASIN;KALIMANTAN SELATAN;Dupa Kerucut Mentah;Raw Material;5;33000;33000;0;165000;165000
Sunday, 23 June 2024;Sample;Sample;harryati_9757;KOTA BANJARMASIN;KALIMANTAN SELATAN;Dks Cendana;Dupa Stik;1;29700;0;29700;29700;0
Sunday, 23 June 2024;Shopee;End User;wardahtiara;JAKARTA BARAT;DKI JAKARTA;Dkk Baccarat;Dupa Kerucut;1;39000;34710;4290;39000;34710
Sunday, 23 June 2024;Shopee;End User;khanzanz09;TANGERANG SELATAN;BANTEN;Dks Abdi Dalem;Dupa Stik;1;29700;26433;3267;29700;26433
Sunday, 23 June 2024;Shopee;End User;khanzanz09;TANGERANG SELATAN;BANTEN;Dks Melati;Dupa Stik;1;29700;26433;3267;29700;26433
Sunday, 23 June 2024;Shopee;End User;khanzanz09;TANGERANG SELATAN;BANTEN;Dks Vanilla;Dupa Stik;1;29700;26433;3267;29700;26433
Sunday, 23 June 2024;Shopee;End User;___arin;GRESIK;JAWA TIMUR;Dks Gaharu;Dupa Stik;1;29700;26433;3267;29700;26433
Sunday, 23 June 2024;Shopee;End User;jackysitompulllz;DENPASAR;BALI;Dks Gaharu;Dupa Stik;1;29700;26433;3267;29700;26433
Sunday, 23 June 2024;Shopee;End User;jackysitompulllz;DENPASAR;BALI;Dks Cendana;Dupa Stik;1;29700;26433;3267;29700;26433
Sunday, 23 June 2024;Shopee;End User;jackysitompulllz;DENPASAR;BALI;Dks Baccarat;Dupa Stik;1;29700;26433;3267;29700;26433
Sunday, 23 June 2024;Shopee;End User;indraprihadi;BLORA;JAWA TENGAH;Dkk Blue Flower;Dupa Kerucut;1;39000;34710;4290;39000;34710
Sunday, 23 June 2024;Shopee;End User;indraprihadi;BLORA;JAWA TENGAH;Dkk Melati;Dupa Kerucut;1;39000;34710;4290;39000;34710
Sunday, 23 June 2024;Shopee;End User;indraprihadi;BLORA;JAWA TENGAH;Dkk Baccarat;Dupa Kerucut;1;39000;34710;4290;39000;34710
Monday, 24 June 2024;Shopee;End User;minieboo.idn;SURABAYA;JAWA TIMUR;Dks Gaharu;Dupa Stik;1;29700;26433;3267;29700;26433
Monday, 24 June 2024;Shopee;End User;sabrinasuaib;KAB. BANDUNG;JAWA BARAT;Dkk Baccarat;Dupa Kerucut;1;39000;34710;4290;39000;34710
Monday, 24 June 2024;Shopee;End User;primaarifandi;SURABAYA;JAWA TIMUR;Dks Cendana;Dupa Stik;1;29700;26433;3267;29700;26433
Monday, 24 June 2024;Shopee;End User;primaarifandi;SURABAYA;JAWA TIMUR;Tempat Dupa Bubble Coaster;Tatakan Dupa;1;28000;27900;100;28000;27900
Monday, 24 June 2024;Shopee;End User;np50camrwg;DENPASAR;BALI;Tempat Dupa Bubble Coaster;Tatakan Dupa;1;28000;27900;100;28000;27900
Tuesday, 25 June 2024;Shopee;End User;mythaamalia;NGAWI;JAWA TIMUR;Dks Abdi Dalem;Dupa Stik;1;29700;26433;3267;29700;26433
Tuesday, 25 June 2024;Shopee;End User;mythaamalia;NGAWI;JAWA TIMUR;Dks Cendana;Dupa Stik;1;29700;26433;3267;29700;26433
Tuesday, 25 June 2024;Shopee;End User;t1caph9i5b;MAGELANG;JAWA TENGAH;Dkk Gaharu;Dupa Kerucut;1;39000;34710;4290;39000;34710
Tuesday, 25 June 2024;Shopee;End User;sastridiahayu;BANYUMAS;JAWA TENGAH;Dks Gaharu;Dupa Stik;1;29700;26433;3267;29700;26433
Tuesday, 25 June 2024;Shopee;End User;sastridiahayu;BANYUMAS;JAWA TENGAH;Dks Abdi Dalem;Dupa Stik;1;29700;26433;3267;29700;26433
Tuesday, 25 June 2024;Shopee;End User;sastridiahayu;BANYUMAS;JAWA TENGAH;Dks Cendana;Dupa Stik;1;29700;26433;3267;29700;26433
Tuesday, 25 June 2024;Shopee;End User;sastridiahayu;BANYUMAS;JAWA TENGAH;Dks Melati;Dupa Stik;1;29700;26433;3267;29700;26433
Tuesday, 25 June 2024;Shopee;End User;afiaviafii;JAKARTA UTARA;DKI JAKARTA;Dkk Gaharu;Dupa Kerucut;1;39000;34710;4290;39000;34710
Tuesday, 25 June 2024;Shopee;End User;shinta6190;BEKASI;JAWA BARAT;Dkk Melati;Dupa Kerucut;2;39000;34710;4290;78000;69420
Tuesday, 25 June 2024;Shopee;End User;shinta6190;BEKASI;JAWA BARAT;Dkk Abdi Dalem;Dupa Kerucut;1;39000;34710;4290;39000;34710
Tuesday, 25 June 2024;Shopee;End User;gestycici;JAKARTA BARAT;DKI JAKARTA;Tempat Dupa Bubble Coaster;Tatakan Dupa;1;28000;27900;100;28000;27900
Tuesday, 25 June 2024;Shopee;End User;liekelieke;KOTA YOGYAKARTA;D.I YOGYAKARTA;Dks Lemontea;Dupa Stik;1;29700;26433;3267;29700;26433
Tuesday, 25 June 2024;Shopee;End User;qamariyahlaila26;BANGKALAN;JAWA TIMUR;Dupa Kerucut Mentah;Raw Material;1;33000;33000;0;33000;33000
Tuesday, 25 June 2024;Shopee;End User;qamariyahlaila26;BANGKALAN;JAWA TIMUR;Dkk Baccarat;Dupa Kerucut;1;39000;34710;4290;39000;34710
Tuesday, 25 June 2024;Shopee;End User;arlinasouhoka;JAKARTA TIMUR;DKI JAKARTA;Dkk Cendana;Dupa Kerucut;1;39000;34710;4290;39000;34710
Tuesday, 25 June 2024;Shopee;End User;vvn0000;SEMARANG;JAWA TENGAH;Dks Gaharu;Dupa Stik;1;29700;26433;3267;29700;26433
Tuesday, 25 June 2024;Shopee;End User;vvn0000;SEMARANG;JAWA TENGAH;Dks Melati;Dupa Stik;1;29700;26433;3267;29700;26433
Tuesday, 25 June 2024;Shopee;End User;anggreinidy;KAB. KOTA WARINGIN TIMUR;KALIMANTAN TENGAH;Dkk Gaharu;Dupa Kerucut;1;39000;34710;4290;39000;34710
Wednesday, 26 June 2024;Shopee;End User;afidatulmuadifah;BLITAR;JAWA TIMUR;Dkk Baccarat;Dupa Kerucut;1;39000;34710;4290;39000;34710
Wednesday, 26 June 2024;Shopee;End User;almeera10009;SURABAYA;JAWA TIMUR;Dkk Abdi Dalem;Dupa Kerucut;1;39000;34710;4290;39000;34710
Wednesday, 26 June 2024;Shopee;End User;almeera10009;SURABAYA;JAWA TIMUR;Tempat Dupa Bubble;Tatakan Dupa;1;11000;10900;100;11000;10900
Wednesday, 26 June 2024;Shopee;End User;almeera10009;SURABAYA;JAWA TIMUR;Dkk Fruity;Dupa Kerucut;1;39000;34710;4290;39000;34710
Wednesday, 26 June 2024;Shopee;End User;almeera10009;SURABAYA;JAWA TIMUR;Dkk Gaharu;Dupa Kerucut;2;39000;34710;4290;78000;69420
Wednesday, 26 June 2024;Sample;Sample;almeera10009;SURABAYA;JAWA TIMUR;Dks Cendana;Dupa Stik;1;29700;0;29700;29700;0
Wednesday, 26 June 2024;Shopee;End User;aurelliakartika99;JAKARTA UTARA;DKI JAKARTA;Dkk Melati;Dupa Kerucut;2;39000;34710;4290;78000;69420
Wednesday, 26 June 2024;Shopee;End User;aurelliakartika99;JAKARTA UTARA;DKI JAKARTA;Dks Melati;Dupa Stik;3;29700;26433;3267;89100;79299
Wednesday, 26 June 2024;Shopee;End User;aurelliakartika99;JAKARTA UTARA;DKI JAKARTA;Tempat Dupa Bubble Coaster;Tatakan Dupa;1;28000;27900;100;28000;27900
Wednesday, 26 June 2024;Sample;Sample;aurelliakartika99;JAKARTA UTARA;DKI JAKARTA;Dks Cendana;Dupa Stik;1;29700;0;29700;29700;0
Wednesday, 26 June 2024;Shopee;End User;saungsarae;BOGOR;JAWA BARAT;Dkk Gaharu;Dupa Kerucut;1;39000;34710;4290;39000;34710
Wednesday, 26 June 2024;Shopee;End User;auzan22;BOGOR;JAWA BARAT;Dks Gaharu;Dupa Stik;3;29700;26433;3267;89100;79299
Wednesday, 26 June 2024;Shopee;End User;denmyy;KAB. OGAN KOMERING ULU TIMUR;SUMATERA SELATAN;Tepung Lengket;Raw Material;1;25000;25000;0;25000;25000
Wednesday, 26 June 2024;Shopee;End User;lilisdunk;KAB. BATU BARA;SUMATERA UTARA;Dks Gaharu;Dupa Stik;1;29700;26433;3267;29700;26433
Wednesday, 26 June 2024;Shopee;End User;lilisdunk;KAB. BATU BARA;SUMATERA UTARA;Dkk Melati;Dupa Kerucut;1;39000;34710;4290;39000;34710
Wednesday, 26 June 2024;Shopee;End User;lilisdunk;KAB. BATU BARA;SUMATERA UTARA;Tempat Dupa Bubble;Tatakan Dupa;1;11000;10900;100;11000;10900
Wednesday, 26 June 2024;Shopee;End User;lilisdunk;KAB. BATU BARA;SUMATERA UTARA;Dkk Baccarat;Dupa Kerucut;1;39000;34710;4290;39000;34710
Wednesday, 26 June 2024;Shopee;End User;lilisdunk;KAB. BATU BARA;SUMATERA UTARA;Dkk Gaharu;Dupa Kerucut;1;39000;34710;4290;39000;34710
Wednesday, 26 June 2024;Sample;Sample;lilisdunk;KAB. BATU BARA;SUMATERA UTARA;Dks Cendana;Dupa Stik;1;29700;0;29700;29700;0
Wednesday, 26 June 2024;Shopee;End User;lilisdunk;KAB. BATU BARA;SUMATERA UTARA;Dks Cendana;Dupa Stik;1;29700;26433;3267;29700;26433
Thursday, 27 June 2024;Shopee;End User;simanurabidah;GRESIK;JAWA TIMUR;Hampers Mini;Hampers;3;90000;69300;20700;270000;207900
Thursday, 27 June 2024;Shopee;End User;rtan07;SURAKARTA (SOLO);JAWA TENGAH;Dks Gaharu;Dupa Stik;1;29700;26433;3267;29700;26433
Thursday, 27 June 2024;Shopee;End User;rtan07;SURAKARTA (SOLO);JAWA TENGAH;Dks Melati;Dupa Stik;1;29700;26433;3267;29700;26433
Thursday, 27 June 2024;Shopee;End User;brah78dv_d;BANTUL;D.I YOGYAKARTA;Dkk Cendana;Dupa Kerucut;1;39000;34710;4290;39000;34710
Thursday, 27 June 2024;Shopee;End User;brah78dv_d;BANTUL;D.I YOGYAKARTA;Dkk Baccarat;Dupa Kerucut;1;39000;34710;4290;39000;34710
Thursday, 27 June 2024;Shopee;End User;brah78dv_d;BANTUL;D.I YOGYAKARTA;Dkk Gaharu;Dupa Kerucut;1;39000;34710;4290;39000;34710
Thursday, 27 June 2024;Shopee;End User;ridharac;TANGERANG SELATAN;BANTEN;Dkk Gaharu;Dupa Kerucut;1;39000;34710;4290;39000;34710
Thursday, 27 June 2024;Shopee;End User;heejayya_;KAB. TAPIN;KALIMANTAN SELATAN;Dks Cendana;Dupa Stik;1;29700;26433;3267;29700;26433
Thursday, 27 June 2024;Shopee;End User;heejayya_;KAB. TAPIN;KALIMANTAN SELATAN;Dks Vanilla;Dupa Stik;1;29700;26433;3267;29700;26433
Friday, 28 June 2024;Shopee;End User;kuncahyo0407;PASURUAN;JAWA TIMUR;Dks Melati;Dupa Stik;1;29700;26433;3267;29700;26433
Friday, 28 June 2024;Shopee;End User;sipbuyerid;JAKARTA BARAT;DKI JAKARTA;Tepung Lengket;Raw Material;2;25000;25000;0;50000;50000
Friday, 28 June 2024;Shopee;End User;torastore13;SURABAYA;JAWA TIMUR;Tepung Lengket;Raw Material;1;25000;25000;0;25000;25000
Friday, 28 June 2024;Shopee;End User;laalaadress;BEKASI;JAWA BARAT;Dks Melati;Dupa Stik;1;29700;26433;3267;29700;26433
Friday, 28 June 2024;Shopee;End User;laalaadress;BEKASI;JAWA BARAT;Tempat Dupa Bubble;Tatakan Dupa;5;11000;10900;100;55000;54500
Friday, 28 June 2024;Shopee;End User;laalaadress;BEKASI;JAWA BARAT;Dks Blue Flower;Dupa Stik;1;29700;26433;3267;29700;26433
Friday, 28 June 2024;Shopee;End User;laalaadress;BEKASI;JAWA BARAT;Dks Vanilla;Dupa Stik;1;29700;26433;3267;29700;26433
Friday, 28 June 2024;Shopee;End User;rahmikartika0412;JAKARTA TIMUR;DKI JAKARTA;Tepung Lengket;Raw Material;2;25000;25000;0;50000;50000
Friday, 28 June 2024;Shopee;End User;widishakayla;KOTA YOGYAKARTA;D.I YOGYAKARTA;Dks Melati;Dupa Stik;1;29700;26433;3267;29700;26433
Saturday, 29 June 2024;Shopee;End User;puisimardhika;TANGERANG SELATAN;BANTEN;Dks Gaharu;Dupa Stik;1;29700;26433;3267;29700;26433
Saturday, 29 June 2024;Shopee;End User;puisimardhika;TANGERANG SELATAN;BANTEN;Tempat Dupa Bubble Coaster;Tatakan Dupa;1;28000;27900;100;28000;27900
Saturday, 29 June 2024;Shopee;End User;nawalzahra_;BEKASI;JAWA BARAT;Dkk Melati;Dupa Kerucut;1;39000;34710;4290;39000;34710
Saturday, 29 June 2024;Shopee;End User;id0234_78980;JAKARTA TIMUR;DKI JAKARTA;Dks Abdi Dalem;Dupa Stik;1;29700;26433;3267;29700;26433
Saturday, 29 June 2024;Shopee;End User;id0234_78980;JAKARTA TIMUR;DKI JAKARTA;Dks Melati;Dupa Stik;1;29700;26433;3267;29700;26433
Saturday, 29 June 2024;Shopee;End User;bramastyarai;JAKARTA BARAT;DKI JAKARTA;Dks Melati;Dupa Stik;2;29700;26433;3267;59400;52866
Saturday, 29 June 2024;Shopee;End User;wan3ss2yh6;GUNUNG KIDUL;D.I YOGYAKARTA;Dkk Melati;Dupa Kerucut;4;39000;34710;4290;156000;138840
Saturday, 29 June 2024;Shopee;End User;wan3ss2yh6;GUNUNG KIDUL;D.I YOGYAKARTA;Dks Melati;Dupa Stik;1;29700;26433;3267;29700;26433
Saturday, 29 June 2024;Sample;Sample;wan3ss2yh6;GUNUNG KIDUL;D.I YOGYAKARTA;Dks Cendana;Dupa Stik;1;29700;0;29700;29700;0
Saturday, 29 June 2024;Shopee;End User;srisrisri227b;BANDUNG;JAWA BARAT;Dks Gaharu;Dupa Stik;26;29700;17500;12200;772200;455000
Sunday, 30 June 2024;Shopee;End User;argirochendi;KOTA SAMARINDA;KALIMANTAN TIMUR;Dks Gaharu;Dupa Stik;1;29700;26433;3267;29700;26433
Sunday, 30 June 2024;Shopee;End User;argirochendi;KOTA SAMARINDA;KALIMANTAN TIMUR;Dks Cendana;Dupa Stik;1;29700;26433;3267;29700;26433
Sunday, 30 June 2024;Shopee;End User;argirochendi;KOTA SAMARINDA;KALIMANTAN TIMUR;Dks Melati;Dupa Stik;1;29700;26433;3267;29700;26433
Sunday, 30 June 2024;Shopee;End User;argirochendi;KOTA SAMARINDA;KALIMANTAN TIMUR;Tempat Dupa Bubble Coaster;Tatakan Dupa;1;28000;27900;100;28000;27900
Sunday, 30 June 2024;Shopee;End User;sgtwck;SIDOARJO;JAWA TIMUR;Tempat Dupa Bubble Coaster;Tatakan Dupa;1;28000;27900;100;28000;27900
Sunday, 30 June 2024;Shopee;End User;sgtwck;SIDOARJO;JAWA TIMUR;Dks Baccarat;Dupa Stik;1;29700;26433;3267;29700;26433
Sunday, 30 June 2024;Shopee;End User;agen_anzskin;TANGERANG SELATAN;BANTEN;Tempat Dupa Vas Coaster;Tatakan Dupa;1;37000;36900;100;37000;36900
Sunday, 30 June 2024;Shopee;End User;agen_anzskin;TANGERANG SELATAN;BANTEN;Tempat Dupa Bubble Coaster;Tatakan Dupa;2;28000;27900;100;56000;55800
Sunday, 30 June 2024;Shopee;End User;rakfa9j20;GROBOGAN;JAWA TENGAH;Dkk Gaharu;Dupa Kerucut;5;39000;34710;4290;195000;173550
Sunday, 30 June 2024;Sample;Sample;rakfa9j20;GROBOGAN;JAWA TENGAH;Dks Cendana;Dupa Stik;1;29700;0;29700;29700;0
Sunday, 30 June 2024;Shopee;End User;trisnywidyarini;TANGERANG SELATAN;BANTEN;Dkk Melati;Dupa Kerucut;1;39000;34710;4290;39000;34710
Sunday, 30 June 2024;Shopee;End User;trisnywidyarini;TANGERANG SELATAN;BANTEN;Dkk Gaharu;Dupa Kerucut;1;39000;34710;4290;39000;34710
Sunday, 30 June 2024;Shopee;End User;4o5f84mwi6;KEDIRI;JAWA TIMUR;Dkk Baccarat;Dupa Kerucut;1;39000;34710;4290;39000;34710
Sunday, 30 June 2024;Shopee;End User;powscrub;MALANG;JAWA TIMUR;Dks Abdi Dalem;Dupa Stik;6;29700;26433;3267;178200;158598
Sunday, 30 June 2024;Shopee;End User;powscrub;MALANG;JAWA TIMUR;Tempat Dupa Batu Alam;Tatakan Dupa;1;175000;54800;120200;175000;54800
Sunday, 30 June 2024;Sample;Sample;powscrub;MALANG;JAWA TIMUR;Dks Cendana;Dupa Stik;1;29700;0;29700;29700;0
Sunday, 30 June 2024;Shopee;End User;ganihidayatuloh;BEKASI;JAWA BARAT;Dks Melati;Dupa Stik;2;29700;26433;3267;59400;52866
Sunday, 30 June 2024;Shopee;End User;anananda123;BEKASI;JAWA BARAT;Dks Gaharu;Dupa Stik;1;29700;26433;3267;29700;26433
Sunday, 30 June 2024;Shopee;End User;anananda123;BEKASI;JAWA BARAT;Tempat Dupa Bubble;Tatakan Dupa;1;11000;10900;100;11000;10900
Sunday, 30 June 2024;Shopee;End User;akwan85;KOTA BANDAR LAMPUNG;LAMPUNG;Dupa Kerucut Mentah;Raw Material;5;33000;33000;0;165000;165000
Sunday, 30 June 2024;Sample;Sample;akwan85;KOTA BANDAR LAMPUNG;LAMPUNG;Dks Cendana;Dupa Stik;1;29700;0;29700;29700;0
Monday, 01 July 2024;Shopee;End User;danyyanuar;LUMAJANG;JAWA TIMUR;Dkk Gaharu;Dupa Kerucut;1;39000;34710;4290;39000;34710
Monday, 01 July 2024;Shopee;End User;febibarbie;KARAWANG;JAWA BARAT;Dkk Abdi Dalem;Dupa Kerucut;1;39000;34710;4290;39000;34710
Monday, 01 July 2024;Shopee;End User;h3r39fbpbj;SURABAYA;JAWA TIMUR;Dks Melati;Dupa Stik;4;29700;26433;3267;118800;105732
Monday, 01 July 2024;Shopee;End User;aliahumairah1112;JAKARTA SELATAN;DKI JAKARTA;Tempat Dupa Circle Coaster;Tatakan Dupa;1;28000;27900;100;28000;27900
Monday, 01 July 2024;Shopee;End User;aliahumairah1112;JAKARTA SELATAN;DKI JAKARTA;Tempat Dupa Bubble Coaster;Tatakan Dupa;1;28000;27900;100;28000;27900
Monday, 01 July 2024;Shopee;End User;anammocha;MADIUN;JAWA TIMUR;Dkk Gaharu;Dupa Kerucut;1;39000;34710;4290;39000;34710
Monday, 01 July 2024;Shopee;End User;dindalhendriawan;KAB. GOWA;SULAWESI SELATAN;Dkk Gaharu;Dupa Kerucut;1;39000;34710;4290;39000;34710
Monday, 01 July 2024;Shopee;End User;5cdjbvw2w4;JAKARTA SELATAN;DKI JAKARTA;Dkk Gaharu;Dupa Kerucut;1;39000;34710;4290;39000;34710
Monday, 01 July 2024;Shopee;End User;pratitafebri;MALANG;JAWA TIMUR;Tempat Dupa Stik Egronomic;Tatakan Dupa;1;129100;93200;35900;129100;93200
Monday, 01 July 2024;Shopee;End User;mskrisnarini;DENPASAR;BALI;Tempat Dupa Vas;Tatakan Dupa;1;26000;25900;100;26000;25900
Tuesday, 02 July 2024;Shopee;End User;diaz_ba;LUMAJANG;JAWA TIMUR;Dkk Melati;Dupa Kerucut;1;39000;39000;0;39000;39000
Tuesday, 02 July 2024;Shopee;End User;pdjkkjwkaz;KAB. DELI SERDANG;SUMATERA UTARA;Tepung Lengket;Raw Material;1;25000;25000;0;25000;25000
Tuesday, 02 July 2024;Shopee;End User;aayuarsani;GIANYAR;BALI;Dkk Melati;Dupa Kerucut;1;39000;39000;0;39000;39000
Tuesday, 02 July 2024;Shopee;End User;dedychev;BATU;JAWA TIMUR;Dks Gaharu;Dupa Stik;1;29700;29700;0;29700;29700
Tuesday, 02 July 2024;Shopee;End User;dedychev;BATU;JAWA TIMUR;Dks Melati;Dupa Stik;1;29700;29700;0;29700;29700
Tuesday, 02 July 2024;Shopee;End User;sn.reklame;KEDIRI;JAWA TIMUR;Dks Fruity;Dupa Stik;1;29700;29700;0;29700;29700
Tuesday, 02 July 2024;Shopee;End User;sn.reklame;KEDIRI;JAWA TIMUR;Dks Gaharu;Dupa Stik;1;29700;29700;0;29700;29700
Tuesday, 02 July 2024;Shopee;End User;sn.reklame;KEDIRI;JAWA TIMUR;Dks Vanilla;Dupa Stik;1;29700;29700;0;29700;29700
Tuesday, 02 July 2024;Shopee;End User;7iw8y0oqdz;KOTA BIMA;NUSA TENGGARA BARAT (NTB);Dks Gaharu;Dupa Stik;1;29700;29700;0;29700;29700
Wednesday, 03 July 2024;Shopee;End User;endangrusdiman;TANGERANG;BANTEN;Dks Gaharu;Dupa Stik;1;29700;29700;0;29700;29700
Wednesday, 03 July 2024;Shopee;End User;endangrusdiman;TANGERANG;BANTEN;Dks Baccarat;Dupa Stik;1;29700;29700;0;29700;29700
Wednesday, 03 July 2024;Shopee;End User;dian_arif05;TANGERANG SELATAN;BANTEN;Dkk Melati;Dupa Kerucut;3;39000;36270;2730;117000;108810
Wednesday, 03 July 2024;Shopee;End User;dian_arif05;TANGERANG SELATAN;BANTEN;Dks Melati;Dupa Stik;4;29700;27621;2079;118800;110484
Wednesday, 03 July 2024;Shopee;End User;dian_arif05;TANGERANG SELATAN;BANTEN;Tempat Dupa Circle Coaster;Tatakan Dupa;1;28000;28000;0;28000;28000
Wednesday, 03 July 2024;Sample;Sample;dian_arif05;TANGERANG SELATAN;BANTEN;Dks Cendana;Dupa Stik;1;29700;0;29700;29700;0
Wednesday, 03 July 2024;Shopee;End User;meilinmelins;KARANGASEM;BALI;Dks Fruity;Dupa Stik;1;29700;27621;2079;29700;27621
Wednesday, 03 July 2024;Shopee;End User;meilinmelins;KARANGASEM;BALI;Dks Abdi Dalem;Dupa Stik;1;29700;27621;2079;29700;27621
Wednesday, 03 July 2024;Shopee;End User;meilinmelins;KARANGASEM;BALI;Dks Melati;Dupa Stik;1;29700;27621;2079;29700;27621
Wednesday, 03 July 2024;Shopee;End User;meilinmelins;KARANGASEM;BALI;Tempat Dupa Circle Coaster;Tatakan Dupa;1;28000;28000;0;28000;28000
Wednesday, 03 July 2024;Shopee;End User;meilinmelins;KARANGASEM;BALI;Dks Blue Flower;Dupa Stik;1;29700;27621;2079;29700;27621
