Tanggal Order;Channel;Kategori Channel;Cust;Daerah;Provinsi;Pesanan;Kategori;Qty;Harga Jual;Harga setelah diskon;Total Diskon;Total Penjualan;Total
Monday, 05 February 2024;Shopee;End User;yessa_2005;MALANG;JAWA TIMUR;Dks Cendana;Dupa Stik;1;29700;25839;3861;29700;25839
Monday, 05 February 2024;Shopee;End User;dim224468;SLEMAN;D.I YOGYAKARTA;Dks Melati;Dupa Stik;1;29700;25839;3861;29700;25839
Monday, 05 February 2024;Shopee;End User;dim224468;SLEMAN;D.I YOGYAKARTA;Dks Baccarat;Dupa Stik;1;29700;25839;3861;29700;25839
Monday, 05 February 2024;Shopee;End User;rezamhmmd07;BANDUNG;JAWA BARAT;Dks Fruity;Dupa Stik;1;29700;25839;3861;29700;25839
Monday, 05 February 2024;Shopee;End User;rezamhmmd07;BANDUNG;JAWA BARAT;Dks Gaharu;Dupa Stik;1;29700;25839;3861;29700;25839
Monday, 05 February 2024;Shopee;End User;rezamhmmd07;BANDUNG;JAWA BARAT;Dks Cendana;Dupa Stik;1;29700;25839;3861;29700;25839
Monday, 05 February 2024;Shopee;End User;rezamhmmd07;BANDUNG;JAWA BARAT;Tempat Dupa Circle Coaster;Tatakan Dupa;1;28000;28000;0;28000;28000
Monday, 05 February 2024;Shopee;End User;rosyblackpink;BANDUNG;JAWA BARAT;Dks Baccarat;Dupa Stik;2;29700;25839;3861;59400;51678
Monday, 05 February 2024;Shopee;End User;rosyblackpink;BANDUNG;JAWA BARAT;Dkk Baccarat;Dupa Kerucut;1;39000;33930;5070;39000;33930
Monday, 05 February 2024;Shopee;End User;rosyblackpink;BANDUNG;JAWA BARAT;Dks Vanilla;Dupa Stik;1;29700;25839;3861;29700;25839
Tuesday, 06 February 2024;Shopee;End User;yoga_wira94;BATU;JAWA TIMUR;Dks Gaharu;Dupa Stik;1;29700;25839;3861;29700;25839
Tuesday, 06 February 2024;Shopee;End User;fanceoley;CILACAP;JAWA TENGAH;Dkk Melati;Dupa Kerucut;2;39000;33930;5070;78000;67860
Tuesday, 06 February 2024;Shopee;End User;fanceoley;CILACAP;JAWA TENGAH;Dkk Gaharu;Dupa Kerucut;1;39000;33930;5070;39000;33930
Tuesday, 06 February 2024;Shopee;End User;bastathon;LAMONGAN;JAWA TIMUR;Dks Gaharu;Dupa Stik;1;29700;25839;3861;29700;25839
Tuesday, 06 February 2024;Shopee;End User;bastathon;LAMONGAN;JAWA TIMUR;Dkk Melati;Dupa Kerucut;1;39000;33930;5070;39000;33930
Tuesday, 06 February 2024;Shopee;End User;bastathon;LAMONGAN;JAWA TIMUR;Dkk Gaharu;Dupa Kerucut;1;39000;33930;5070;39000;33930
Tuesday, 06 February 2024;Shopee;End User;postonsale;SURABAYA;JAWA TIMUR;Dks Gaharu;Dupa Stik;1;29700;25839;3861;29700;25839
Tuesday, 06 February 2024;Shopee;End User;postonsale;SURABAYA;JAWA TIMUR;Dks Abdi Dalem;Dupa Stik;1;29700;25839;3861;29700;25839
Tuesday, 06 February 2024;Shopee;End User;postonsale;SURABAYA;JAWA TIMUR;Dks Cendana;Dupa Stik;1;29700;25839;3861;29700;25839
Tuesday, 06 February 2024;Shopee;End User;postonsale;SURABAYA;JAWA TIMUR;Dks Melati;Dupa Stik;1;29700;25839;3861;29700;25839
Tuesday, 06 February 2024;Shopee;End User;ochaline20;SITUBONDO;JAWA TIMUR;Dks Fruity;Dupa Stik;1;29700;25839;3861;29700;25839
Tuesday, 06 February 2024;Shopee;End User;ochaline20;SITUBONDO;JAWA TIMUR;Dks Gaharu;Dupa Stik;1;29700;25839;3861;29700;25839
Tuesday, 06 February 2024;Shopee;End User;yustianafauziyah;TANGERANG;BANTEN;Dks Gaharu;Dupa Stik;1;29700;25839;3861;29700;25839
Tuesday, 06 February 2024;Shopee;End User;yustianafauziyah;TANGERANG;BANTEN;Dks Cendana;Dupa Stik;1;29700;25839;3861;29700;25839
Tuesday, 06 February 2024;Shopee;End User;rinibaerinibaeriniaja;KOTA PALEMBANG;SUMATERA SELATAN;Tempat Dupa Bubble;Tatakan Dupa;1;11000;11000;0;11000;11000
Tuesday, 06 February 2024;Shopee;End User;rinibaerinibaeriniaja;KOTA PALEMBANG;SUMATERA SELATAN;Dks Baccarat;Dupa Stik;1;29700;25839;3861;29700;25839
Tuesday, 06 February 2024;Shopee;End User;fennyasmara08;KAB. KETAPANG;KALIMANTAN BARAT;Dks Gaharu;Dupa Stik;1;29700;25839;3861;29700;25839
Tuesday, 06 February 2024;Shopee;End User;fennyasmara08;KAB. KETAPANG;KALIMANTAN BARAT;Dks Melati;Dupa Stik;1;29700;25839;3861;29700;25839
Wednesday, 07 February 2024;Shopee;End User;muhammal19;LAMONGAN;JAWA TIMUR;Dks Baccarat;Dupa Stik;2;29700;25839;3861;59400;51678
Wednesday, 07 February 2024;Shopee;End User;izal.awan;SEMARANG;JAWA TENGAH;Dkk Melati;Dupa Kerucut;2;39000;33930;5070;78000;67860
Wednesday, 07 February 2024;Shopee;End User;shofiyah159;MAGETAN;JAWA TIMUR;Tempat Dupa Bubble Coaster;Tatakan Dupa;1;28000;28000;0;28000;28000
Wednesday, 07 February 2024;Shopee;End User;shofiyah159;MAGETAN;JAWA TIMUR;Dks Vanilla;Dupa Stik;1;29700;25839;3861;29700;25839
Wednesday, 07 February 2024;Shopee;End User;happyyulia777;GRESIK;JAWA TIMUR;Dkk Gaharu;Dupa Kerucut;1;39000;33930;5070;39000;33930
Wednesday, 07 February 2024;Shopee;End User;diannlibertyy;SLEMAN;D.I YOGYAKARTA;Dks Melati;Dupa Stik;1;29700;25839;3861;29700;25839
Wednesday, 07 February 2024;Shopee;End User;diannlibertyy;SLEMAN;D.I YOGYAKARTA;Tempat Dupa Bubble Coaster;Tatakan Dupa;1;28000;28000;0;28000;28000
Wednesday, 07 February 2024;Shopee;End User;21syifanurmala;KARAWANG;JAWA BARAT;Dkk Cendana;Dupa Kerucut;1;39000;33930;5070;39000;33930
Wednesday, 07 February 2024;Shopee;End User;21syifanurmala;KARAWANG;JAWA BARAT;Tempat Dupa Bubble Coaster;Tatakan Dupa;1;28000;28000;0;28000;28000
Wednesday, 07 February 2024;Shopee;End User;21syifanurmala;KARAWANG;JAWA BARAT;Dkk Gaharu;Dupa Kerucut;1;39000;33930;5070;39000;33930
Thursday, 08 February 2024;Shopee;End User;rudianto790;TULUNGAGUNG;JAWA TIMUR;Dkk Melati;Dupa Kerucut;1;39000;33930;5070;39000;33930
Thursday, 08 February 2024;Shopee;End User;naza_lee;JOMBANG;JAWA TIMUR;Dks Gaharu;Dupa Stik;1;29700;25839;3861;29700;25839
Thursday, 08 February 2024;Shopee;End User;naza_lee;JOMBANG;JAWA TIMUR;Dks Abdi Dalem;Dupa Stik;1;29700;25839;3861;29700;25839
Thursday, 08 February 2024;Shopee;End User;naza_lee;JOMBANG;JAWA TIMUR;Dks Melati;Dupa Stik;1;29700;25839;3861;29700;25839
Thursday, 08 February 2024;Shopee;End User;naza_lee;JOMBANG;JAWA TIMUR;Dks Baccarat;Dupa Stik;1;29700;25839;3861;29700;25839
Thursday, 08 February 2024;Shopee;End User;diond123;MALANG;JAWA TIMUR;Dkk Gaharu;Dupa Kerucut;1;39000;33930;5070;39000;33930
Thursday, 08 February 2024;Shopee;End User;nuri93sby;SURABAYA;JAWA TIMUR;Dkk Baccarat;Dupa Kerucut;1;39000;33930;5070;39000;33930
Thursday, 08 February 2024;Shopee;End User;chikeherningtias;TANGERANG SELATAN;BANTEN;Dks Gaharu;Dupa Stik;1;29700;25839;3861;29700;25839
Thursday, 08 February 2024;Shopee;End User;chikeherningtias;TANGERANG SELATAN;BANTEN;Dkk Vanilla;Dupa Kerucut;2;39000;33930;5070;78000;67860
Thursday, 08 February 2024;Shopee;End User;ningrur;PASURUAN;JAWA TIMUR;Dks Abdi Dalem;Dupa Stik;1;29700;25839;3861;29700;25839
Thursday, 08 February 2024;Shopee;End User;ningrur;PASURUAN;JAWA TIMUR;Dks Cendana;Dupa Stik;1;29700;25839;3861;29700;25839
Thursday, 08 February 2024;Shopee;End User;yulisiriana319;MALANG;JAWA TIMUR;Dkk Gaharu;Dupa Kerucut;1;39000;33930;5070;39000;33930
Thursday, 08 February 2024;Shopee;End User;sipbuyerid;JAKARTA BARAT;DKI JAKARTA;Dks Gaharu;Dupa Stik;1;29700;25839;3861;29700;25839
Thursday, 08 February 2024;Shopee;End User;yuliilinarky;KAB. MAJENE;SULAWESI BARAT;Dks Melati;Dupa Stik;1;29700;25839;3861;29700;25839
Thursday, 08 February 2024;Shopee;End User;yuliilinarky;KAB. MAJENE;SULAWESI BARAT;Dks Baccarat;Dupa Stik;1;29700;25839;3861;29700;25839
Thursday, 08 February 2024;Shopee;End User;yuliilinarky;KAB. MAJENE;SULAWESI BARAT;Dks Vanilla;Dupa Stik;1;29700;25839;3861;29700;25839
Thursday, 08 February 2024;Shopee;End User;suci.haning;TULUNGAGUNG;JAWA TIMUR;Dks Gaharu;Dupa Stik;1;29700;25839;3861;29700;25839
Thursday, 08 February 2024;Shopee;End User;suci.haning;TULUNGAGUNG;JAWA TIMUR;Dks Cendana;Dupa Stik;1;29700;25839;3861;29700;25839
Thursday, 08 February 2024;Shopee;End User;rioenrico_11;KAB. KEPULAUAN ANAMBAS;KEPULAUAN RIAU;Dkk Melati;Dupa Kerucut;1;39000;33930;5070;39000;33930
Thursday, 08 February 2024;Shopee;End User;rioenrico_11;KAB. KEPULAUAN ANAMBAS;KEPULAUAN RIAU;Dkk Abdi Dalem;Dupa Kerucut;1;39000;33930;5070;39000;33930
Thursday, 08 February 2024;Shopee;End User;rioenrico_11;KAB. KEPULAUAN ANAMBAS;KEPULAUAN RIAU;Tempat Dupa Bubble Coaster;Tatakan Dupa;1;28000;28000;0;28000;28000
Thursday, 08 February 2024;Shopee;End User;rioenrico_11;KAB. KEPULAUAN ANAMBAS;KEPULAUAN RIAU;Dkk Baccarat;Dupa Kerucut;1;39000;33930;5070;39000;33930
Thursday, 08 February 2024;Shopee;End User;rioenrico_11;KAB. KEPULAUAN ANAMBAS;KEPULAUAN RIAU;Dkk Gaharu;Dupa Kerucut;1;39000;33930;5070;39000;33930
Thursday, 08 February 2024;Sample;Sample;rioenrico_11;KAB. KEPULAUAN ANAMBAS;KEPULAUAN RIAU;Dks Fruity;Dupa Stik;1;29700;0;29700;29700;0
Friday, 09 February 2024;Shopee;End User;jihan_aulia__;BATU;JAWA TIMUR;Dks Baccarat;Dupa Stik;1;29700;25839;3861;29700;25839
Friday, 09 February 2024;Shopee;End User;silfi.syailendra;MALANG;JAWA TIMUR;Dks Gaharu;Dupa Stik;1;29700;25839;3861;29700;25839
Friday, 09 February 2024;Shopee;End User;silfi.syailendra;MALANG;JAWA TIMUR;Dks Abdi Dalem;Dupa Stik;1;29700;25839;3861;29700;25839
Friday, 09 February 2024;Shopee;End User;silfi.syailendra;MALANG;JAWA TIMUR;Dks Cendana;Dupa Stik;1;29700;25839;3861;29700;25839
Friday, 09 February 2024;Shopee;End User;silfi.syailendra;MALANG;JAWA TIMUR;Dks Sakura;Dupa Stik;1;29700;25839;3861;29700;25839
Friday, 09 February 2024;Shopee;End User;silfi.syailendra;MALANG;JAWA TIMUR;Dks Melati;Dupa Stik;1;29700;25839;3861;29700;25839
Friday, 09 February 2024;Shopee;End User;silfi.syailendra;MALANG;JAWA TIMUR;Tempat Dupa Bubble Coaster;Tatakan Dupa;1;28000;28000;0;28000;28000
Friday, 09 February 2024;Shopee;End User;silfi.syailendra;MALANG;JAWA TIMUR;Dks Blue Flower;Dupa Stik;1;29700;25839;3861;29700;25839
Friday, 09 February 2024;Shopee;End User;silfi.syailendra;MALANG;JAWA TIMUR;Dks Baccarat;Dupa Stik;1;29700;25839;3861;29700;25839
Friday, 09 February 2024;Shopee;End User;arindadwipratiwi27;MALANG;JAWA TIMUR;Dks Gaharu;Dupa Stik;1;29700;25839;3861;29700;25839
Friday, 09 February 2024;Shopee;End User;arindadwipratiwi27;MALANG;JAWA TIMUR;Dks Abdi Dalem;Dupa Stik;1;29700;25839;3861;29700;25839
Friday, 09 February 2024;Shopee;End User;arindadwipratiwi27;MALANG;JAWA TIMUR;Dks Melati;Dupa Stik;1;29700;25839;3861;29700;25839
Friday, 09 February 2024;Shopee;End User;arindadwipratiwi27;MALANG;JAWA TIMUR;Dks Blue Flower;Dupa Stik;1;29700;25839;3861;29700;25839
Friday, 09 February 2024;Shopee;End User;j******u;SITUBONDO;JAWA TIMUR;Hampers Mini;Hampers;3;90000;85500;4500;270000;256500
Friday, 09 February 2024;Shopee;End User;rou_dhohhhh;BLITAR;JAWA TIMUR;Dkk Gaharu;Dupa Kerucut;2;39000;33930;5070;78000;67860
Friday, 09 February 2024;Shopee;End User;windaal.el.23_;KOTA JAMBI;JAMBI;Dkk Baccarat;Dupa Kerucut;1;39000;33930;5070;39000;33930
Saturday, 10 February 2024;Shopee;End User;rahadiahusni89;MALANG;JAWA TIMUR;Tempat Dupa Circle;Tatakan Dupa;1;11000;11000;0;11000;11000
Saturday, 10 February 2024;Shopee;End User;rahadiahusni89;MALANG;JAWA TIMUR;Dks Baccarat;Dupa Stik;1;29700;25839;3861;29700;25839
Saturday, 10 February 2024;Shopee;End User;muhamadsyaifulsapii1983;KEDIRI;JAWA TIMUR;Dks Abdi Dalem;Dupa Stik;1;29700;25839;3861;29700;25839
Saturday, 10 February 2024;Shopee;End User;marcellalo;KEDIRI;JAWA TIMUR;Dkk Gaharu;Dupa Kerucut;1;39000;33930;5070;39000;33930
Saturday, 10 February 2024;Shopee;End User;thaufik06;MALANG;JAWA TIMUR;Dks Gaharu;Dupa Stik;1;29700;25839;3861;29700;25839
Saturday, 10 February 2024;Shopee;End User;thaufik06;MALANG;JAWA TIMUR;Dks Cendana;Dupa Stik;1;29700;25839;3861;29700;25839
Saturday, 10 February 2024;Shopee;End User;yn3brpbokk;SALATIGA;JAWA TENGAH;Dks Baccarat;Dupa Stik;1;29700;25839;3861;29700;25839
Saturday, 10 February 2024;Shopee;End User;yn3brpbokk;SALATIGA;JAWA TENGAH;Dks Lemontea;Dupa Stik;1;29700;25839;3861;29700;25839
Saturday, 10 February 2024;Shopee;End User;adistiahar08;KOTA BANDAR LAMPUNG;LAMPUNG;Tempat Dupa Bubble Coaster;Tatakan Dupa;1;28000;28000;0;28000;28000
Sunday, 11 February 2024;Shopee;End User;shroom.stud;SIDOARJO;JAWA TIMUR;Tempat Dupa Bubble;Tatakan Dupa;1;11000;11000;0;11000;11000
Sunday, 11 February 2024;Shopee;End User;shroom.stud;SIDOARJO;JAWA TIMUR;Dks Vanilla;Dupa Stik;1;29700;25839;3861;29700;25839
Sunday, 11 February 2024;Shopee;End User;mossesposse;BANDUNG;JAWA BARAT;Dks Melati;Dupa Stik;1;29700;25839;3861;29700;25839
Sunday, 11 February 2024;Shopee;End User;herfriandhyna;SURABAYA;JAWA TIMUR;Dks Melati;Dupa Stik;1;29700;25839;3861;29700;25839
Sunday, 11 February 2024;Shopee;End User;joshuagamon;SURABAYA;JAWA TIMUR;Tempat Dupa Bubble Coaster;Tatakan Dupa;1;28000;28000;0;28000;28000
Sunday, 11 February 2024;Shopee;End User;mandafaraz;SIDOARJO;JAWA TIMUR;Dks Fruity;Dupa Stik;1;29700;25839;3861;29700;25839
Sunday, 11 February 2024;Shopee;End User;mandafaraz;SIDOARJO;JAWA TIMUR;Tempat Dupa Circle Coaster;Tatakan Dupa;1;28000;28000;0;28000;28000
Sunday, 11 February 2024;Shopee;End User;mandafaraz;SIDOARJO;JAWA TIMUR;Dks Baccarat;Dupa Stik;1;29700;25839;3861;29700;25839
Sunday, 11 February 2024;Shopee;End User;david_b22;BLITAR;JAWA TIMUR;Dkk Gaharu;Dupa Kerucut;1;39000;33930;5070;39000;33930
Sunday, 11 February 2024;Shopee;End User;popopop.id;KOTA PALANGKA RAYA;KALIMANTAN TENGAH;Tempat Dupa Bubble Coaster;Tatakan Dupa;1;28000;28000;0;28000;28000
Sunday, 11 February 2024;Shopee;End User;popopop.id;KOTA PALANGKA RAYA;KALIMANTAN TENGAH;Dks Blue Flower;Dupa Stik;1;29700;25839;3861;29700;25839
Sunday, 11 February 2024;Shopee;End User;popopop.id;KOTA PALANGKA RAYA;KALIMANTAN TENGAH;Dkk Fruity;Dupa Kerucut;1;39000;33930;5070;39000;33930
Sunday, 11 February 2024;Shopee;End User;wesyu;SITUBONDO;JAWA TIMUR;Dkk Cendana;Dupa Kerucut;1;39000;33930;5070;39000;33930
Sunday, 11 February 2024;Shopee;End User;wesyu;SITUBONDO;JAWA TIMUR;Dkk Fruity;Dupa Kerucut;1;39000;33930;5070;39000;33930
Sunday, 11 February 2024;Shopee;End User;wesyu;SITUBONDO;JAWA TIMUR;Dkk Gaharu;Dupa Kerucut;2;39000;33930;5070;78000;67860
Monday, 12 February 2024;Shopee;End User;achmadfattans2403;SIDOARJO;JAWA TIMUR;Dkk Abdi Dalem;Dupa Kerucut;1;39000;33930;5070;39000;33930
Monday, 12 February 2024;Shopee;End User;achmadfattans2403;SIDOARJO;JAWA TIMUR;Tempat Dupa Bubble Coaster;Tatakan Dupa;1;28000;28000;0;28000;28000
Monday, 12 February 2024;Shopee;End User;martyna_hera;KOTA SAMARINDA;KALIMANTAN TIMUR;Dks Gaharu;Dupa Stik;2;29700;25839;3861;59400;51678
Monday, 12 February 2024;Shopee;End User;martyna_hera;KOTA SAMARINDA;KALIMANTAN TIMUR;Dks Abdi Dalem;Dupa Stik;2;29700;25839;3861;59400;51678
Monday, 12 February 2024;Shopee;End User;martyna_hera;KOTA SAMARINDA;KALIMANTAN TIMUR;Dks Cendana;Dupa Stik;2;29700;25839;3861;59400;51678
Monday, 12 February 2024;Shopee;End User;martyna_hera;KOTA SAMARINDA;KALIMANTAN TIMUR;Dks Melati;Dupa Stik;2;29700;25839;3861;59400;51678
Monday, 12 February 2024;Shopee;End User;martyna_hera;KOTA SAMARINDA;KALIMANTAN TIMUR;Dks Baccarat;Dupa Stik;2;29700;25839;3861;59400;51678
Monday, 12 February 2024;Shopee;End User;desykhris;JAKARTA TIMUR;DKI JAKARTA;Dkk Melati;Dupa Kerucut;1;39000;33930;5070;39000;33930
Monday, 12 February 2024;Shopee;End User;maruef777999;DEPOK;JAWA BARAT;Tempat Dupa Circle Coaster;Tatakan Dupa;1;28000;28000;0;28000;28000
Monday, 12 February 2024;Shopee;End User;dizaanindita;JAKARTA PUSAT;DKI JAKARTA;Dks Gaharu;Dupa Stik;1;29700;25839;3861;29700;25839
Monday, 12 February 2024;Shopee;End User;dizaanindita;JAKARTA PUSAT;DKI JAKARTA;Dks Abdi Dalem;Dupa Stik;2;29700;25839;3861;59400;51678
Monday, 12 February 2024;Shopee;End User;dizaanindita;JAKARTA PUSAT;DKI JAKARTA;Dks Cendana;Dupa Stik;1;29700;25839;3861;29700;25839
Monday, 12 February 2024;Shopee;End User;dizaanindita;JAKARTA PUSAT;DKI JAKARTA;Dks Melati;Dupa Stik;1;29700;25839;3861;29700;25839
Monday, 12 February 2024;Shopee;End User;dizaanindita;JAKARTA PUSAT;DKI JAKARTA;Dks Blue Flower;Dupa Stik;1;29700;25839;3861;29700;25839
Monday, 12 February 2024;Shopee;End User;ilhamnursait;SIDOARJO;JAWA TIMUR;Dkk Melati;Dupa Kerucut;1;39000;33930;5070;39000;33930
Monday, 12 February 2024;Shopee;End User;ilhamnursait;SIDOARJO;JAWA TIMUR;Dkk Vanilla;Dupa Kerucut;1;39000;33930;5070;39000;33930
Monday, 12 February 2024;Shopee;End User;raihan_ardi;JAKARTA TIMUR;DKI JAKARTA;Dks Gaharu;Dupa Stik;1;29700;25839;3861;29700;25839
Monday, 12 February 2024;Shopee;End User;raihan_ardi;JAKARTA TIMUR;DKI JAKARTA;Dks Melati;Dupa Stik;1;29700;25839;3861;29700;25839
Monday, 12 February 2024;Shopee;End User;raihan_ardi;JAKARTA TIMUR;DKI JAKARTA;Tempat Dupa Vas;Tatakan Dupa;1;26000;26000;0;26000;26000
Monday, 12 February 2024;Shopee;End User;ernitan724;KOTA MEDAN;SUMATERA UTARA;Dkk Cendana;Dupa Kerucut;1;39000;33930;5070;39000;33930
Monday, 12 February 2024;Shopee;End User;ernitan724;KOTA MEDAN;SUMATERA UTARA;Dkk Baccarat;Dupa Kerucut;1;39000;33930;5070;39000;33930
Tuesday, 13 February 2024;Shopee;End User;pitermochsen;SEMARANG;JAWA TENGAH;Dkk Gaharu;Dupa Kerucut;1;39000;33930;5070;39000;33930
Tuesday, 13 February 2024;Shopee;End User;alianabilazahra19;BLITAR;JAWA TIMUR;Dkk Gaharu;Dupa Kerucut;1;39000;33930;5070;39000;33930
Tuesday, 13 February 2024;Shopee;End User;hadiiwahyono;MALANG;JAWA TIMUR;Dkk Gaharu;Dupa Kerucut;2;39000;33930;5070;78000;67860
Tuesday, 13 February 2024;Shopee;End User;icangefendi;SIDOARJO;JAWA TIMUR;Dkk Melati;Dupa Kerucut;1;39000;33930;5070;39000;33930
Tuesday, 13 February 2024;Shopee;End User;icangefendi;SIDOARJO;JAWA TIMUR;Dkk Abdi Dalem;Dupa Kerucut;1;39000;33930;5070;39000;33930
Tuesday, 13 February 2024;Shopee;End User;icangefendi;SIDOARJO;JAWA TIMUR;Dkk Cendana;Dupa Kerucut;1;39000;33930;5070;39000;33930
Tuesday, 13 February 2024;Shopee;End User;icangefendi;SIDOARJO;JAWA TIMUR;Dkk Gaharu;Dupa Kerucut;1;39000;33930;5070;39000;33930
Wednesday, 14 February 2024;Shopee;End User;muhamadsyaifulsapii1983;KEDIRI;JAWA TIMUR;Dkk Gaharu;Dupa Kerucut;1;39000;33930;5070;39000;33930
Wednesday, 14 February 2024;Shopee;End User;elz.ingga;SLEMAN;D.I YOGYAKARTA;Dkk Blue Flower;Dupa Kerucut;1;39000;33930;5070;39000;33930
Wednesday, 14 February 2024;Shopee;End User;elz.ingga;SLEMAN;D.I YOGYAKARTA;Dkk Melati;Dupa Kerucut;1;39000;33930;5070;39000;33930
Wednesday, 14 February 2024;Shopee;End User;kiki121089;PAMEKASAN;JAWA TIMUR;Dkk Sakura;Dupa Kerucut;1;39000;33930;5070;39000;33930
Wednesday, 14 February 2024;Shopee;End User;arfazain;KARAWANG;JAWA BARAT;Tempat Dupa Bubble Coaster;Tatakan Dupa;1;28000;28000;0;28000;28000
Wednesday, 14 February 2024;Shopee;End User;arfazain;KARAWANG;JAWA BARAT;Dks 10 Aroma Free Egro;Paket Bundling;1;250000;250000;0;250000;250000
Wednesday, 14 February 2024;Sample;Sample;arfazain;KARAWANG;JAWA BARAT;Tempat Dupa Stik Egronomic;Tatakan Dupa;1;129100;0;129100;129100;0
Wednesday, 14 February 2024;Shopee;End User;trc5stb1u0;KEDIRI;JAWA TIMUR;Dks Baccarat;Dupa Stik;2;29700;25839;3861;59400;51678
Wednesday, 14 February 2024;Shopee;End User;intan.oktav;SURABAYA;JAWA TIMUR;Dks Cendana;Dupa Stik;1;29700;25839;3861;29700;25839
Wednesday, 14 February 2024;Shopee;End User;intan.oktav;SURABAYA;JAWA TIMUR;Dks Melati;Dupa Stik;1;29700;25839;3861;29700;25839
Wednesday, 14 February 2024;Shopee;End User;rizkramadhab;JAKARTA TIMUR;DKI JAKARTA;Tempat Dupa Bubble Coaster;Tatakan Dupa;1;28000;28000;0;28000;28000
Wednesday, 14 February 2024;Shopee;End User;hanggara_kirana;BANJARNEGARA;JAWA TENGAH;Dkk Melati;Dupa Kerucut;1;39000;33930;5070;39000;33930
Wednesday, 14 February 2024;Shopee;End User;hanggara_kirana;BANJARNEGARA;JAWA TENGAH;Dkk Abdi Dalem;Dupa Kerucut;1;39000;33930;5070;39000;33930
Wednesday, 14 February 2024;Shopee;End User;wetge2_1xm;KOTA JAMBI;JAMBI;Dks Gaharu;Dupa Stik;1;29700;25839;3861;29700;25839
Wednesday, 14 February 2024;Shopee;End User;wetge2_1xm;KOTA JAMBI;JAMBI;Dks Abdi Dalem;Dupa Stik;1;29700;25839;3861;29700;25839
Wednesday, 14 February 2024;Shopee;End User;wetge2_1xm;KOTA JAMBI;JAMBI;Dks Cendana;Dupa Stik;1;29700;25839;3861;29700;25839
Wednesday, 14 February 2024;Shopee;End User;wetge2_1xm;KOTA JAMBI;JAMBI;Dks Baccarat;Dupa Stik;1;29700;25839;3861;29700;25839
Wednesday, 14 February 2024;Shopee;End User;wetge2_1xm;KOTA JAMBI;JAMBI;Dks Vanilla;Dupa Stik;1;29700;25839;3861;29700;25839
Thursday, 15 February 2024;Shopee;End User;firacantik77;LUMAJANG;JAWA TIMUR;Dkk Fruity;Dupa Kerucut;1;39000;33930;5070;39000;33930
Thursday, 15 February 2024;Shopee;End User;thufailakhansa;KARANGANYAR;JAWA TENGAH;Dkk Melati;Dupa Kerucut;1;39000;31200;7800;39000;31200
Thursday, 15 February 2024;Shopee;End User;kinshoponline;KAB. BANDUNG;JAWA BARAT;Tempat Dupa Vas Coaster;Tatakan Dupa;2;37000;37000;0;74000;74000
Thursday, 15 February 2024;Shopee;End User;khanzanz09;TANGERANG SELATAN;BANTEN;Dks Melati;Dupa Stik;1;29700;23760;5940;29700;23760
Thursday, 15 February 2024;Shopee;End User;khanzanz09;TANGERANG SELATAN;BANTEN;Dks Baccarat;Dupa Stik;1;29700;23760;5940;29700;23760
Friday, 16 February 2024;Shopee;End User;lajendra__;SLEMAN;D.I YOGYAKARTA;Dkk Sakura;Dupa Kerucut;1;39000;31200;7800;39000;31200
Friday, 16 February 2024;Shopee;End User;lajendra__;SLEMAN;D.I YOGYAKARTA;Dks Baccarat;Dupa Stik;1;29700;23760;5940;29700;23760
Friday, 16 February 2024;Shopee;End User;aldifirman535;MALANG;JAWA TIMUR;Dks Gaharu;Dupa Stik;1;29700;23760;5940;29700;23760
Friday, 16 February 2024;Shopee;End User;aldifirman535;MALANG;JAWA TIMUR;Dks Baccarat;Dupa Stik;1;29700;23760;5940;29700;23760
Friday, 16 February 2024;Shopee;End User;sipbuyerid;JAKARTA BARAT;DKI JAKARTA;Dks Gaharu;Dupa Stik;2;29700;23760;5940;59400;47520
Friday, 16 February 2024;Shopee;End User;sipbuyerid;JAKARTA BARAT;DKI JAKARTA;Dks Abdi Dalem;Dupa Stik;1;29700;25839;3861;29700;25839
Friday, 16 February 2024;Shopee;End User;fathirizkyrahmadini;BEKASI;JAWA BARAT;Tempat Dupa Bubble Coaster;Tatakan Dupa;1;28000;27720;280;28000;27720
Friday, 16 February 2024;Shopee;End User;fathirizkyrahmadini;BEKASI;JAWA BARAT;Tempat Dupa Stik Egronomic;Tatakan Dupa;1;129100;97000;32100;129100;97000
Friday, 16 February 2024;Shopee;End User;dennysudrajatk;GARUT;JAWA BARAT;Dkk Gaharu;Dupa Kerucut;1;39000;31200;7800;39000;31200
Friday, 16 February 2024;Shopee;End User;rosyblackpink;KAB. BANDUNG;JAWA BARAT;Tempat Dupa Circle Coaster;Tatakan Dupa;1;28000;28000;0;28000;28000
Friday, 16 February 2024;Shopee;End User;rosyblackpink;KAB. BANDUNG;JAWA BARAT;Tempat Dupa Vas;Tatakan Dupa;1;26000;26000;0;26000;26000
Friday, 16 February 2024;Shopee;End User;rosyblackpink;KAB. BANDUNG;JAWA BARAT;Dks Baccarat;Dupa Stik;2;29700;23760;5940;59400;47520
Saturday, 17 February 2024;Shopee;End User;irenepps;SIDOARJO;JAWA TIMUR;Dkk Melati;Dupa Kerucut;1;39000;31200;7800;39000;31200
Saturday, 17 February 2024;Shopee;End User;irenepps;SIDOARJO;JAWA TIMUR;Dkk Gaharu;Dupa Kerucut;1;39000;31200;7800;39000;31200
