Tanggal Order;Channel;Kategori Channel;Cust;Kab/Kota;Provinsi;Pesanan;Kategori;Produk;Qty;Harga Jual;Harga setelah diskon;Total Diskon;Total Penjualan;Total;Anomaly_Flags;Is_Anomaly;Expected_Total_Penjualan;Expected_Total_Diskon;Duplicate_Group_Size;Sheet
12/12/2024 00:00;Lazada;End User;Tono Ku;KENDAL;JAWA TENGAH;DKS Sakura;Dks Sakura;Dupa Stik;1;24415;20192;4223;24415;20192;"NaN_in_key_cols;TotalPenjualan_Mismatch";TRUE;20192;4223;1;2024
12/12/2024 00:00;Lazada;End User;Tono Ku;KENDAL;JAWA TENGAH;DKS Baccarat;Dks Baccarat;Dupa Stik;1;24415;20191;4224;24415;20191;"NaN_in_key_cols;TotalPenjualan_Mismatch";TRUE;20191;4224;1;2024
12/12/2024 00:00;Lazada;End User;Tono Ku;KENDAL;JAWA TENGAH;DKS Lemontea;Dks Lemontea;Dupa Stik;1;24415;20191;4224;24415;20191;"NaN_in_key_cols;TotalPenjualan_Mismatch";TRUE;20191;4224;1;2024
12/12/2024 00:00;Lazada;End User;Tono Ku;KENDAL;JAWA TENGAH;DKS Blue Flower;Dks Blue Flower;Dupa Stik;1;25700;21255;4445;25700;21255;"NaN_in_key_cols;TotalPenjualan_Mismatch";TRUE;21255;4445;1;2024
14/12/2024 00:00;Lazada;End User;81246386918;KEBUMEN;JAWA TENGAH;Tempat Dupa Bubble;Tempat Dupa Bubble;Tatakan Dupa;1;10450;8927;1523;10450;8927;"NaN_in_key_cols;TotalPenjualan_Mismatch";TRUE;8927;1523;1;2024
16/12/2024 00:00;Lazada;End User;Muwardi Santoso;SURABAYA;JAWA TIMUR;Dupa Stik Mentah;Dupa Stik Mentah;Dupa;1;14630;12955;1675;14630;12955;"NaN_in_key_cols;TotalPenjualan_Mismatch;Duplicate";TRUE;12955;1675;2;2024
16/12/2024 00:00;Lazada;End User;Muwardi Santoso;SURABAYA;JAWA TIMUR;Dupa Stik Mentah;Dupa Stik Mentah;Dupa;1;14630;12955;1675;14630;12955;"NaN_in_key_cols;TotalPenjualan_Mismatch;Duplicate";TRUE;12955;1675;2;2024
19/12/2024 00:00;Lazada;End User;8561997444;TANGERANG;BANTEN;Dupa Kerucut Mentah;Dupa Kerucut Mentah;Dupa;1;27550;25070;2480;27550;25070;"NaN_in_key_cols;TotalPenjualan_Mismatch";TRUE;25070;2480;1;2024
19/12/2024 00:00;Lazada;End User;8561997444;TANGERANG;BANTEN;Dupa Kerucut Mentah;Dupa Kerucut Mentah;Dupa;1;27550;25071;2479;27550;25071;"NaN_in_key_cols;TotalPenjualan_Mismatch";TRUE;25071;2479;1;2024
17/01/2024 00:00;Offline;End User;Mawar;BANDUNG;JAWA BARAT;DKS Gaharu;Dks Gaharu;Dupa Stik;1;25000;25000;0;25000;25000;NaN_in_key_cols;TRUE;25000;0;1;2024
17/01/2024 00:00;Offline;End User;Melati;BANDUNG;JAWA BARAT;DKS Melati;Dks Melati;Dupa Stik;1;25000;20000;5000;25000;20000;"NaN_in_key_cols;TotalPenjualan_Mismatch";TRUE;20000;5000;1;2024
17/01/2024 00:00;Offline;End User;Saskiya;PURWOKERTO;JAWA TENGAH;DKS Sakura;Dks Sakura;Dupa Stik;1;25000;20000;5000;25000;20000;"NaN_in_key_cols;TotalPenjualan_Mismatch";TRUE;20000;5000;1;2024
29/06/2024 00:00;Offline;End User;Danieal Semeru 27;MALANG;JAWA TIMUR;DKK Melati;Dkk Melati;Dupa Kerucut;5;35000;22500;12500;175000;112500;TotalPenjualan_Mismatch;TRUE;112500;62500;1;2024
29/06/2024 00:00;Offline;End User;Danieal Semeru 27;MALANG;JAWA TIMUR;DKK Cendana;Dkk Cendana;Dupa Kerucut;3;35000;22500;12500;105000;67500;TotalPenjualan_Mismatch;TRUE;67500;37500;1;2024
29/06/2024 00:00;Offline;End User;Danieal Semeru 27;MALANG;JAWA TIMUR;DKK Vanilla;Dkk Vanilla;Dupa Kerucut;3;35000;22500;12500;105000;67500;TotalPenjualan_Mismatch;TRUE;67500;37500;1;2024
29/06/2024 00:00;Offline;End User;Danieal Semeru 27;MALANG;JAWA TIMUR;DKS Gaharu;Dks Gaharu;Dupa Stik;10;25000;17500;7500;250000;175000;TotalPenjualan_Mismatch;TRUE;175000;75000;1;2024
29/06/2024 00:00;Offline;End User;Danieal Semeru 27;MALANG;JAWA TIMUR;DKS Melati;Dks Melati;Dupa Stik;15;25000;17500;7500;375000;262500;TotalPenjualan_Mismatch;TRUE;262500;112500;1;2024
29/06/2024 00:00;Offline;End User;Danieal Semeru 27;MALANG;JAWA TIMUR;DKS Blue Flower;Dks Blue Flower;Dupa Stik;10;25000;17500;7500;250000;175000;TotalPenjualan_Mismatch;TRUE;175000;75000;1;2024
29/06/2024 00:00;Offline;End User;Danieal Semeru 27;MALANG;JAWA TIMUR;DKS Cendana;Dks Cendana;Dupa Stik;10;25000;17500;7500;250000;175000;TotalPenjualan_Mismatch;TRUE;175000;75000;1;2024
29/06/2024 00:00;Offline;End User;Danieal Semeru 27;MALANG;JAWA TIMUR;DKS Sakura;Dks Sakura;Dupa Stik;10;25000;17500;7500;250000;175000;TotalPenjualan_Mismatch;TRUE;175000;75000;1;2024
29/06/2024 00:00;Offline;End User;Danieal Semeru 27;MALANG;JAWA TIMUR;DKS Lemontea;Dks Lemontea;Dupa Stik;10;25000;17500;7500;250000;175000;TotalPenjualan_Mismatch;TRUE;175000;75000;1;2024
29/06/2024 00:00;Offline;End User;Danieal Semeru 27;MALANG;JAWA TIMUR;DKS Vanilla;Dks Vanilla;Dupa Stik;15;25000;17500;7500;375000;262500;TotalPenjualan_Mismatch;TRUE;262500;112500;1;2024
29/06/2024 00:00;Offline;End User;Danieal Semeru 27;MALANG;JAWA TIMUR;DKS Fruity;Dks Fruity;Dupa Stik;10;25000;17500;7500;250000;175000;TotalPenjualan_Mismatch;TRUE;175000;75000;1;2024
08/07/2024 00:00;Offline;End User;Briyan Adit;MALANG;JAWA TIMUR;DKS Sakura;Dks Sakura;Dupa Stik;1;25000;25000;0;25000;25000;;FALSE;25000;0;1;2024
08/07/2024 00:00;Offline;End User;Briyan Adit;MALANG;JAWA TIMUR;DKS Lemontea;Dks Lemontea;Dupa Stik;1;25000;25000;0;25000;25000;;FALSE;25000;0;1;2024
08/07/2024 00:00;Offline;End User;Briyan Adit;MALANG;JAWA TIMUR;DKS Vanilla;Dks Vanilla;Dupa Stik;1;25000;25000;0;25000;25000;;FALSE;25000;0;1;2024
08/07/2024 00:00;Offline;End User;Briyan Adit;MALANG;JAWA TIMUR;DKS Fruity;Dks Fruity;Dupa Stik;1;25000;25000;0;25000;25000;;FALSE;25000;0;1;2024
10/07/2024 00:00;Offline;End User;Bu Yusuf;MALANG;JAWA TIMUR;DKK Melati;Dkk Melati;Dupa Kerucut;1;35000;30000;5000;35000;30000;TotalPenjualan_Mismatch;TRUE;30000;5000;1;2024
10/07/2024 00:00;Offline;End User;Bu Yusuf;MALANG;JAWA TIMUR;DKK Abdi Dalem;Dkk Abdi Dalem;Dupa Kerucut;1;35000;30000;5000;35000;30000;TotalPenjualan_Mismatch;TRUE;30000;5000;1;2024
05/08/2024 00:00;Offline;End User;Dupa Keraton Surabaya;SURABAYA;JAWA TIMUR;DKK Abdi Dalem;Dkk Abdi Dalem;Dupa Kerucut;5;23000;23000;0;115000;115000;;FALSE;115000;0;1;2024
05/08/2024 00:00;Offline;End User;Dupa Keraton Surabaya;SURABAYA;JAWA TIMUR;DKK Baccarat;Dkk Baccarat;Dupa Kerucut;5;23000;23000;0;115000;115000;;FALSE;115000;0;1;2024
05/08/2024 00:00;Offline;End User;Dupa Keraton Surabaya;SURABAYA;JAWA TIMUR;DKK Blue Flower;Dkk Blue Flower;Dupa Kerucut;3;23000;23000;0;69000;69000;;FALSE;69000;0;1;2024
05/08/2024 00:00;Offline;End User;Dupa Keraton Surabaya;SURABAYA;JAWA TIMUR;DKK Gaharu;Dkk Gaharu;Dupa Kerucut;5;23000;23000;0;115000;115000;;FALSE;115000;0;1;2024
05/08/2024 00:00;Offline;End User;Dupa Keraton Surabaya;SURABAYA;JAWA TIMUR;DKK Lemontea;Dkk Lemontea;Dupa Kerucut;5;23000;23000;0;115000;115000;;FALSE;115000;0;1;2024
05/08/2024 00:00;Offline;End User;Dupa Keraton Surabaya;SURABAYA;JAWA TIMUR;DKK Melati;Dkk Melati;Dupa Kerucut;5;23000;23000;0;115000;115000;;FALSE;115000;0;1;2024
05/08/2024 00:00;Offline;End User;Dupa Keraton Surabaya;SURABAYA;JAWA TIMUR;DKK Sakura;Dkk Sakura;Dupa Kerucut;5;23000;23000;0;115000;115000;;FALSE;115000;0;1;2024
05/08/2024 00:00;Offline;End User;Dupa Keraton Surabaya;SURABAYA;JAWA TIMUR;DKK Vanilla;Dkk Vanilla;Dupa Kerucut;5;23000;23000;0;115000;115000;;FALSE;115000;0;1;2024
05/08/2024 00:00;Offline;End User;Dupa Keraton Surabaya;SURABAYA;JAWA TIMUR;DKS Abdi Dalem;Dks Abdi Dalem;Dupa Stik;4;13000;13000;0;52000;52000;;FALSE;52000;0;1;2024
05/08/2024 00:00;Offline;End User;Dupa Keraton Surabaya;SURABAYA;JAWA TIMUR;DKS Blue Flower;Dks Blue Flower;Dupa Stik;5;13000;13000;0;65000;65000;;FALSE;65000;0;1;2024
05/08/2024 00:00;Offline;End User;Dupa Keraton Surabaya;SURABAYA;JAWA TIMUR;DKS Cendana;Dks Cendana;Dupa Stik;5;13000;13000;0;65000;65000;;FALSE;65000;0;1;2024
05/08/2024 00:00;Offline;End User;Dupa Keraton Surabaya;SURABAYA;JAWA TIMUR;DKS Fruity;Dks Fruity;Dupa Stik;5;13000;13000;0;65000;65000;;FALSE;65000;0;1;2024
05/08/2024 00:00;Offline;End User;Dupa Keraton Surabaya;SURABAYA;JAWA TIMUR;DKS Gaharu;Dks Gaharu;Dupa Stik;4;13000;13000;0;52000;52000;;FALSE;52000;0;1;2024
05/08/2024 00:00;Offline;End User;Dupa Keraton Surabaya;SURABAYA;JAWA TIMUR;DKS Lemontea;Dks Lemontea;Dupa Stik;3;13000;13000;0;39000;39000;;FALSE;39000;0;1;2024
05/08/2024 00:00;Offline;End User;Dupa Keraton Surabaya;SURABAYA;JAWA TIMUR;DKS Sakura;Dks Sakura;Dupa Stik;5;13000;13000;0;65000;65000;;FALSE;65000;0;1;2024
05/08/2024 00:00;Offline;End User;Dupa Keraton Surabaya;SURABAYA;JAWA TIMUR;DKS Vanilla;Dks Vanilla;Dupa Stik;5;13000;13000;0;65000;65000;;FALSE;65000;0;1;2024
05/08/2024 00:00;Offline;End User;Dupa Keraton Surabaya;SURABAYA;JAWA TIMUR;Mabkhara Vas;Mabkhara Vas;Mabkhara;1;30000;30000;0;30000;30000;;FALSE;30000;0;1;2024
05/08/2024 00:00;Offline;End User;Dupa Keraton Surabaya;SURABAYA;JAWA TIMUR;Tempat Dupa Stik Egronomic;Tempat Dupa Stik Egronomic;Tatakan Dupa;1;70000;70000;0;70000;70000;;FALSE;70000;0;1;2024
11/09/2024 00:00;Offline;End User;Dupa Keraton Surabaya;SURABAYA;JAWA TIMUR;DKK Baccarat;Dkk Baccarat;Dupa Kerucut;5;23000;23000;0;115000;115000;;FALSE;115000;0;1;2024
11/09/2024 00:00;Offline;End User;Dupa Keraton Surabaya;SURABAYA;JAWA TIMUR;DKK Gaharu;Dkk Gaharu;Dupa Kerucut;5;23000;23000;0;115000;115000;;FALSE;115000;0;1;2024
05/10/2024 00:00;Offline;End User;Dupa Keraton Jakarta;JAKARTA TIMUR;DKI JAKARTA;DKK Gaharu;Dkk Gaharu;Dupa Kerucut;85;23000;23000;0;1955000;1955000;;FALSE;1955000;0;1;2024
05/10/2024 00:00;Offline;End User;Dupa Keraton Jakarta;JAKARTA TIMUR;DKI JAKARTA;DKK Melati;Dkk Melati;Dupa Kerucut;120;23000;23000;0;2760000;2760000;;FALSE;2760000;0;1;2024
05/10/2024 00:00;Offline;End User;Dupa Keraton Jakarta;JAKARTA TIMUR;DKI JAKARTA;DKK Blue Flower;Dkk Blue Flower;Dupa Kerucut;10;23000;23000;0;230000;230000;;FALSE;230000;0;1;2024
05/10/2024 00:00;Offline;End User;Dupa Keraton Jakarta;JAKARTA TIMUR;DKI JAKARTA;DKK Cendana;Dkk Cendana;Dupa Kerucut;60;23000;23000;0;1380000;1380000;;FALSE;1380000;0;1;2024
05/10/2024 00:00;Offline;End User;Dupa Keraton Jakarta;JAKARTA TIMUR;DKI JAKARTA;DKK Abdi Dalem;Dkk Abdi Dalem;Dupa Kerucut;80;23000;23000;0;1840000;1840000;;FALSE;1840000;0;1;2024
05/10/2024 00:00;Offline;End User;Dupa Keraton Jakarta;JAKARTA TIMUR;DKI JAKARTA;DKK Baccarat;Dkk Baccarat;Dupa Kerucut;60;23000;23000;0;1380000;1380000;;FALSE;1380000;0;1;2024
05/10/2024 00:00;Offline;End User;Dupa Keraton Jakarta;JAKARTA TIMUR;DKI JAKARTA;DKK Sakura;Dkk Sakura;Dupa Kerucut;50;23000;23000;0;1150000;1150000;;FALSE;1150000;0;1;2024
05/10/2024 00:00;Offline;End User;Dupa Keraton Jakarta;JAKARTA TIMUR;DKI JAKARTA;DKK Lemontea;Dkk Lemontea;Dupa Kerucut;10;23000;23000;0;230000;230000;;FALSE;230000;0;1;2024
05/10/2024 00:00;Offline;End User;Dupa Keraton Jakarta;JAKARTA TIMUR;DKI JAKARTA;DKK Vanilla;Dkk Vanilla;Dupa Kerucut;20;23000;23000;0;460000;460000;;FALSE;460000;0;1;2024
05/10/2024 00:00;Offline;End User;Dupa Keraton Jakarta;JAKARTA TIMUR;DKI JAKARTA;DKK Fruity;Dkk Fruity;Dupa Kerucut;5;23000;23000;0;115000;115000;;FALSE;115000;0;1;2024
05/10/2024 00:00;Offline;End User;Dupa Keraton Jakarta;JAKARTA TIMUR;DKI JAKARTA;DKS Gaharu;Dks Gaharu;Dupa Stik;75;13000;13000;0;975000;975000;;FALSE;975000;0;1;2024
05/10/2024 00:00;Offline;End User;Dupa Keraton Jakarta;JAKARTA TIMUR;DKI JAKARTA;DKS Melati;Dks Melati;Dupa Stik;100;13000;13000;0;1300000;1300000;;FALSE;1300000;0;1;2024
05/10/2024 00:00;Offline;End User;Dupa Keraton Jakarta;JAKARTA TIMUR;DKI JAKARTA;DKS Blue Flower;Dks Blue Flower;Dupa Stik;15;13000;13000;0;195000;195000;;FALSE;195000;0;1;2024
05/10/2024 00:00;Offline;End User;Dupa Keraton Jakarta;JAKARTA TIMUR;DKI JAKARTA;DKS Cendana;Dks Cendana;Dupa Stik;60;13000;13000;0;780000;780000;;FALSE;780000;0;1;2024
05/10/2024 00:00;Offline;End User;Dupa Keraton Jakarta;JAKARTA TIMUR;DKI JAKARTA;DKS Abdi Dalem;Dks Abdi Dalem;Dupa Stik;75;13000;13000;0;975000;975000;;FALSE;975000;0;1;2024
05/10/2024 00:00;Offline;End User;Dupa Keraton Jakarta;JAKARTA TIMUR;DKI JAKARTA;DKS Baccarat;Dks Baccarat;Dupa Stik;75;13000;13000;0;975000;975000;;FALSE;975000;0;1;2024
05/10/2024 00:00;Offline;End User;Dupa Keraton Jakarta;JAKARTA TIMUR;DKI JAKARTA;DKS Lemontea;Dks Lemontea;Dupa Stik;15;13000;13000;0;195000;195000;;FALSE;195000;0;1;2024
05/10/2024 00:00;Offline;End User;Dupa Keraton Jakarta;JAKARTA TIMUR;DKI JAKARTA;DKS Vanilla;Dks Vanilla;Dupa Stik;50;13000;13000;0;650000;650000;;FALSE;650000;0;1;2024
05/10/2024 00:00;Offline;End User;Dupa Keraton Jakarta;JAKARTA TIMUR;DKI JAKARTA;DKS Fruity;Dks Fruity;Dupa Stik;30;13000;13000;0;390000;390000;;FALSE;390000;0;1;2024
05/10/2024 00:00;Offline;End User;Dupa Keraton Jakarta;JAKARTA TIMUR;DKI JAKARTA;Tempat Dupa Stik Egronomic;Tempat Dupa Stik Egronomic;Tatakan Dupa;5;76000;76000;0;380000;380000;;FALSE;380000;0;1;2024
05/10/2024 00:00;Offline;End User;Dupa Keraton Jakarta;JAKARTA TIMUR;DKI JAKARTA;Tempat Dupa Bubble Coaster;Tempat Dupa Bubble Coaster;Tatakan Dupa;45;18000;18000;0;810000;810000;;FALSE;810000;0;1;2024
05/10/2024 00:00;Offline;End User;Dupa Keraton Jakarta;JAKARTA TIMUR;DKI JAKARTA;Tempat Dupa Circle Coaster;Tempat Dupa Circle Coaster;Tatakan Dupa;5;18000;18000;0;90000;90000;;FALSE;90000;0;1;2024
01/01/2024 00:00;Shopee;End User;nandaclaudialestari;PROBOLINGGO;JAWA TIMUR;DKS Gaharu;Dks Gaharu;Dupa Stik;1;29700;22275;7425;29700;22275;TotalPenjualan_Mismatch;TRUE;22275;7425;1;2024
01/01/2024 00:00;Shopee;End User;nandaclaudialestari;PROBOLINGGO;JAWA TIMUR;DKS Abdi Dalem;Dks Abdi Dalem;Dupa Stik;1;29700;22275;7425;29700;22275;TotalPenjualan_Mismatch;TRUE;22275;7425;1;2024
01/01/2024 00:00;Shopee;End User;fanifiani1993;MALANG;JAWA TIMUR;DKS Fruity;Dks Fruity;Dupa Stik;1;29700;22275;7425;29700;22275;TotalPenjualan_Mismatch;TRUE;22275;7425;1;2024
01/01/2024 00:00;Shopee;End User;fanifiani1993;MALANG;JAWA TIMUR;Tempat Dupa Bubble Coaster;Tempat Dupa Bubble Coaster;Tatakan Dupa;1;28000;28000;0;28000;28000;;FALSE;28000;0;1;2024
01/01/2024 00:00;Shopee;End User;fanifiani1993;MALANG;JAWA TIMUR;DKS Blue Flower;Dks Blue Flower;Dupa Stik;1;29700;22275;7425;29700;22275;TotalPenjualan_Mismatch;TRUE;22275;7425;1;2024
01/01/2024 00:00;Shopee;End User;fanifiani1993;MALANG;JAWA TIMUR;DKS Vanilla;Dks Vanilla;Dupa Stik;1;29700;22275;7425;29700;22275;TotalPenjualan_Mismatch;TRUE;22275;7425;1;2024
01/01/2024 00:00;Shopee;End User;okta.yuwanti;SURABAYA;JAWA TIMUR;DKS Gaharu;Dks Gaharu;Dupa Stik;1;29700;22275;7425;29700;22275;TotalPenjualan_Mismatch;TRUE;22275;7425;1;2024
01/01/2024 00:00;Shopee;End User;okta.yuwanti;SURABAYA;JAWA TIMUR;DKS Lemontea;Dks Lemontea;Dupa Stik;1;29700;22275;7425;29700;22275;TotalPenjualan_Mismatch;TRUE;22275;7425;1;2024
01/01/2024 00:00;Shopee;End User;ilc9mcm3bo;JAKARTA UTARA;DKI JAKARTA;DKS Gaharu;Dks Gaharu;Dupa Stik;1;29700;22275;7425;29700;22275;TotalPenjualan_Mismatch;TRUE;22275;7425;1;2024
01/01/2024 00:00;Shopee;End User;ilc9mcm3bo;JAKARTA UTARA;DKI JAKARTA;DKS Melati;Dks Melati;Dupa Stik;1;29700;22275;7425;29700;22275;TotalPenjualan_Mismatch;TRUE;22275;7425;1;2024
01/01/2024 00:00;Shopee;End User;cy__tara;JAKARTA PUSAT;DKI JAKARTA;DKS Abdi Dalem;Dks Abdi Dalem;Dupa Stik;1;29700;22275;7425;29700;22275;TotalPenjualan_Mismatch;TRUE;22275;7425;1;2024
01/01/2024 00:00;Shopee;End User;cy__tara;JAKARTA PUSAT;DKI JAKARTA;DKK Melati;Dkk Melati;Dupa Kerucut;1;39000;39000;0;39000;39000;;FALSE;39000;0;1;2024
01/01/2024 00:00;Shopee;End User;cy__tara;JAKARTA PUSAT;DKI JAKARTA;DKS Melati;Dks Melati;Dupa Stik;1;29700;22275;7425;29700;22275;TotalPenjualan_Mismatch;TRUE;22275;7425;1;2024
01/01/2024 00:00;Shopee;End User;cy__tara;JAKARTA PUSAT;DKI JAKARTA;Tempat Dupa Bubble Coaster;Tempat Dupa Bubble Coaster;Tatakan Dupa;1;28000;28000;0;28000;28000;;FALSE;28000;0;1;2024
01/01/2024 00:00;Sample;Sample;cy__tara;JAKARTA PUSAT;DKI JAKARTA;DKS Fruity;Dks Fruity;Dupa Stik;1;29700;0;29700;29700;0;"ZeroPrice_with_Qty>0;TotalPenjualan_Mismatch";TRUE;0;29700;1;2024
01/01/2024 00:00;Shopee;End User;wulans88;JAKARTA SELATAN;DKI JAKARTA;Tempat Dupa Circle Coaster;Tempat Dupa Circle Coaster;Tatakan Dupa;1;28000;28000;0;28000;28000;;FALSE;28000;0;1;2024
01/01/2024 00:00;Shopee;End User;wulans88;JAKARTA SELATAN;DKI JAKARTA;DKS Lemontea;Dks Lemontea;Dupa Stik;1;29700;22275;7425;29700;22275;TotalPenjualan_Mismatch;TRUE;22275;7425;1;2024
01/01/2024 00:00;Shopee;End User;wulans88;JAKARTA SELATAN;DKI JAKARTA;DKK Vanilla;Dkk Vanilla;Dupa Kerucut;1;39000;39000;0;39000;39000;;FALSE;39000;0;1;2024
01/01/2024 00:00;Shopee;End User;litalew;TANGERANG;BANTEN;DKS Cendana;Dks Cendana;Dupa Stik;1;29700;22275;7425;29700;22275;TotalPenjualan_Mismatch;TRUE;22275;7425;1;2024
01/01/2024 00:00;Shopee;End User;litalew;TANGERANG;BANTEN;DKS Melati;Dks Melati;Dupa Stik;1;29700;22275;7425;29700;22275;TotalPenjualan_Mismatch;TRUE;22275;7425;1;2024
01/01/2024 00:00;Shopee;End User;litalew;TANGERANG;BANTEN;Tempat Dupa Circle Coaster;Tempat Dupa Circle Coaster;Tatakan Dupa;1;28000;28000;0;28000;28000;;FALSE;28000;0;1;2024
01/01/2024 00:00;Shopee;End User;litalew;TANGERANG;BANTEN;Tempat Dupa Bubble Coaster;Tempat Dupa Bubble Coaster;Tatakan Dupa;1;28000;28000;0;28000;28000;;FALSE;28000;0;1;2024
01/01/2024 00:00;Sample;Sample;litalew;TANGERANG;BANTEN;DKS Fruity;Dks Fruity;Dupa Stik;1;29700;0;29700;29700;0;"ZeroPrice_with_Qty>0;TotalPenjualan_Mismatch";TRUE;0;29700;1;2024
01/01/2024 00:00;Shopee;End User;loroblonyo488;JAKARTA SELATAN;DKI JAKARTA;DKS Fruity;Dks Fruity;Dupa Stik;1;29700;22275;7425;29700;22275;TotalPenjualan_Mismatch;TRUE;22275;7425;1;2024
01/01/2024 00:00;Shopee;End User;loroblonyo488;JAKARTA SELATAN;DKI JAKARTA;DKK Baccarat;Dkk Baccarat;Dupa Kerucut;1;39000;31200;7800;39000;31200;TotalPenjualan_Mismatch;TRUE;31200;7800;1;2024
01/01/2024 00:00;Shopee;End User;maliakbar1987;BOGOR;JAWA BARAT;DKK Baccarat;Dkk Baccarat;Dupa Kerucut;1;39000;19500;19500;39000;19500;TotalPenjualan_Mismatch;TRUE;19500;19500;1;2024
02/01/2024 00:00;Shopee;End User;jojo_setiawan;SURABAYA;JAWA TIMUR;DKS Gaharu;Dks Gaharu;Dupa Stik;1;29700;25839;3861;29700;25839;TotalPenjualan_Mismatch;TRUE;25839;3861;1;2024
02/01/2024 00:00;Shopee;End User;jojo_setiawan;SURABAYA;JAWA TIMUR;Tempat Dupa Bubble;Tempat Dupa Bubble;Tatakan Dupa;1;11000;11000;0;11000;11000;;FALSE;11000;0;1;2024
02/01/2024 00:00;Shopee;End User;dimassyandana;MALANG;JAWA TIMUR;DKK Sakura;Dkk Sakura;Dupa Kerucut;1;39000;30420;8580;39000;30420;TotalPenjualan_Mismatch;TRUE;30420;8580;1;2024
02/01/2024 00:00;Shopee;End User;dimassyandana;MALANG;JAWA TIMUR;DKK Gaharu;Dkk Gaharu;Dupa Kerucut;1;39000;30420;8580;39000;30420;TotalPenjualan_Mismatch;TRUE;30420;8580;1;2024
02/01/2024 00:00;Shopee;End User;dimassyandana;MALANG;JAWA TIMUR;DKK Vanilla;Dkk Vanilla;Dupa Kerucut;1;39000;30420;8580;39000;30420;TotalPenjualan_Mismatch;TRUE;30420;8580;1;2024
02/01/2024 00:00;Shopee;End User;anayuli1992;KOTA BALIKPAPAN;KALIMANTAN TIMUR;DKK Abdi Dalem;Dkk Abdi Dalem;Dupa Kerucut;1;39000;30420;8580;39000;30420;TotalPenjualan_Mismatch;TRUE;30420;8580;1;2024
02/01/2024 00:00;Shopee;End User;anayuli1992;KOTA BALIKPAPAN;KALIMANTAN TIMUR;DKK Baccarat;Dkk Baccarat;Dupa Kerucut;1;39000;30420;8580;39000;30420;TotalPenjualan_Mismatch;TRUE;30420;8580;1;2024
02/01/2024 00:00;Shopee;End User;anayuli1992;KOTA BALIKPAPAN;KALIMANTAN TIMUR;DKK Gaharu;Dkk Gaharu;Dupa Kerucut;1;39000;30420;8580;39000;30420;TotalPenjualan_Mismatch;TRUE;30420;8580;1;2024
02/01/2024 00:00;Shopee;End User;wetge2_1xm;KOTA JAMBI;JAMBI;DKS Abdi Dalem;Dks Abdi Dalem;Dupa Stik;1;29700;25839;3861;29700;25839;TotalPenjualan_Mismatch;TRUE;25839;3861;1;2024
02/01/2024 00:00;Shopee;End User;wetge2_1xm;KOTA JAMBI;JAMBI;DKS Melati;Dks Melati;Dupa Stik;1;29700;23166;6534;29700;23166;TotalPenjualan_Mismatch;TRUE;23166;6534;1;2024
02/01/2024 00:00;Shopee;End User;wetge2_1xm;KOTA JAMBI;JAMBI;DKS Baccarat;Dks Baccarat;Dupa Stik;1;29700;23166;6534;29700;23166;TotalPenjualan_Mismatch;TRUE;23166;6534;1;2024
02/01/2024 00:00;Shopee;End User;ahmadkuncung21;TANGERANG;BANTEN;DKS Gaharu;Dks Gaharu;Dupa Stik;1;29700;25839;3861;29700;25839;TotalPenjualan_Mismatch;TRUE;25839;3861;1;2024
03/01/2024 00:00;Shopee;End User;tarotbymaw;BANYUWANGI;JAWA TIMUR;Tempat Dupa Bubble Coaster;Tempat Dupa Bubble Coaster;Tatakan Dupa;1;28000;28000;0;28000;28000;;FALSE;28000;0;1;2024
03/01/2024 00:00;Shopee;End User;tarotbymaw;BANYUWANGI;JAWA TIMUR;DKS Baccarat;Dks Baccarat;Dupa Stik;1;29700;23166;6534;29700;23166;TotalPenjualan_Mismatch;TRUE;23166;6534;1;2024
03/01/2024 00:00;Shopee;End User;safiras69;DENPASAR;BALI;DKS Abdi Dalem;Dks Abdi Dalem;Dupa Stik;1;29700;25839;3861;29700;25839;TotalPenjualan_Mismatch;TRUE;25839;3861;1;2024
03/01/2024 00:00;Shopee;End User;safiras69;DENPASAR;BALI;Tempat Dupa Bubble Coaster;Tempat Dupa Bubble Coaster;Tatakan Dupa;1;28000;28000;0;28000;28000;;FALSE;28000;0;1;2024
03/01/2024 00:00;Shopee;End User;safiras69;DENPASAR;BALI;DKS Vanilla;Dks Vanilla;Dupa Stik;1;29700;25839;3861;29700;25839;TotalPenjualan_Mismatch;TRUE;25839;3861;1;2024
03/01/2024 00:00;Shopee;End User;marlenejose03;SEMARANG;JAWA TENGAH;DKS Gaharu;Dks Gaharu;Dupa Stik;1;29700;25839;3861;29700;25839;TotalPenjualan_Mismatch;TRUE;25839;3861;1;2024
03/01/2024 00:00;Shopee;End User;marlenejose03;SEMARANG;JAWA TENGAH;DKS Abdi Dalem;Dks Abdi Dalem;Dupa Stik;1;29700;25839;3861;29700;25839;TotalPenjualan_Mismatch;TRUE;25839;3861;1;2024
03/01/2024 00:00;Shopee;End User;marlenejose03;SEMARANG;JAWA TENGAH;Tempat Dupa Bubble Coaster;Tempat Dupa Bubble Coaster;Tatakan Dupa;1;28000;28000;0;28000;28000;;FALSE;28000;0;1;2024
03/01/2024 00:00;Shopee;End User;orchid.shope;KOTA BANJARMASIN;KALIMANTAN SELATAN;DKS Melati;Dks Melati;Dupa Stik;4;29700;25839;3861;118800;103356;TotalPenjualan_Mismatch;TRUE;103356;15444;1;2024
